inspection_id,project_id,inspection_date,inspector_name,inspector_id,inspection_type,result,score_out_of_100,deficiencies_found,reinspection_required,reinspection_date,regulatory_body,notes
808,243,2022/01/27,K. O'Brien,INS-37694,Quality Control,Pass With Conditions,66,2,Y,,State DOT,Closed
809,244,2022/05/09,S. Williams,,Electrical,Pass,85,2,N,,FAA,
810,244,11/01/2020,R. Patel,INS-69627,Quality Control,Pass with Conditions,n/a,2,Y,2025/03/08,State DOT,Closed
811,244,03-24-2019,R. Patel,INS-16526,Environmental Compliance,,77,1,Y,2022/05/14,State DEP,Follow-up required
812,244,,E. Hoffman,INS-29628,Structural,Pass with Conditions,99,1,Y,,OSHA,
813,245,2020-02-05,B. Torres,N/A,Final Walkthrough,Pass,86,,N,,FHWA,
814,245,16/08/2021,C. Richardson,INS-44148,Plumbing,Pass,76,2,No,11-01-2024,Local Building Dept,
815,245,07-20-2019,K. O'Brien,,Environmental Compliance,PASS,62,1,N,,FHWA,
816,245,2024/09/15,R. Patel,INS-41803,Structural,Pass with Conditions,,0,Y,,Local Building Dept,
817,245,2020/11/08,H. Lee,INS-23839,Final Walkthrough,Pass,66,3,Y,08/08/2021,State DEP,
818,245,2020/03/07,J. Kowalski,INS-54522,Structural,Pass,,3,N,,EPA,Follow-up required
819,246,10-23-2024,J. Kowalski,INS-77475,Quality Control,Pass,92,0,N,,Local Building Dept,Closed
820,246,05/17/2021,S. Williams,INS-44381,Fire Safety,Fail,59,1,Y,2024/06/06,FAA,Cited violation
821,246,04/23/2019,H. Lee,INS-17756,Interim Progress,Pass,65,2,N,,FAA,
822,246,27/04/2020,M. Chen,INS-83455,Routine Safety,Fail,37,8,Y,01/21/2020,Local Building Dept,
823,246,09-27-2022,D. Freeman,INS-67550,Fire Safety,Pass,67,3,N,,Local Building Dept,Follow-up required
824,247,2024-10-24,E. Hoffman,INS-44615,Structural,Fail,40,0,Y,01-13-2025,OSHA,
825,247,02-25-2021,G. Martinez,INS-43533,Electrical,Deferred,75,1,N,,OSHA,
826,247,29/05/2021,I. Jackson,INS-46054,Structural,Pass with Conditions,65,1,y,08-14-2020,Local Building Dept,
827,249,2023-04-17,H. Lee,INS-10333,Quality Control,Pass,83,3,N,,OSHA,Closed
828,250,09-13-2022,E. Hoffman,INS-37161,Final Walkthrough,Pass,87,-,Y,2019/09/04,EPA,
829,250,2020-05-07,K. O'Brien,INS-80118,Routine Safety,fail,99,2,no,2024/10/22,State DEP,Escalated to state
830,250,2022/08/26,E. Hoffman,INS-95194,Final Walkthrough,Pass,67,1,N,,Army Corps,
831,250,09-10-2020,R. Patel,INS-62171,Fire Safety,Pass,75,1,y,,FHWA,
832,250,2020/01/13,E. Hoffman,,Final Walkthrough,Pass with Conditions,74,0,Y,02/08/2021,State DOT,
833,250,03/22/2019,C. Richardson,INS-26435,Routine Safety,,,2,N,,State DOT,
834,251,,E. Hoffman,INS-75839,Fire Safety,Fail,39,4,Y,,Army Corps,
835,251,,I. Jackson,INS-35945,Interim Progress,FAIL,90,1,N,,EPA,
836,251,17/02/2021,R. Patel,INS-55808,Environmental Compliance,FAIL,40,7,Y,09-24-2021,Local Building Dept,Cited violation
837,251,06/22/2020,G. Martinez,INS-25427,Fire Safety,Pass,86,N/A,Y,,FTA,
838,252,15/06/2021,R. Patel,INS-65744,Structural,Pass,78,0,N,,FHWA,Follow-up required
839,253,03/01/2024,K. O'Brien,INS-60612,Environmental Compliance,Pass,58,0,N,,State DOT,
840,254,19/08/2019,H. Lee,INS-34647,Environmental Compliance,Pass,82,n/a,N,,FTA,
841,254,11-02-2022,S. Williams,INS-40607,Final Walkthrough,PASS,62,,Y,05-02-2022,Local Building Dept,Follow-up required
842,254,05-16-2023,A. Nguyen,INS-81376,Structural,Pass,85,1,N,,EPA,
843,254,2019-09-12,J. Kowalski,INS-55538,Environmental Compliance,Pass,69,,N,,Local Building Dept,
844,255,2019/10/30,A. Nguyen,INS-18296,Quality Control,Pass,96,3,N,,OSHA,
845,256,22/04/2024,K. O'Brien,INS-72046,Fire Safety,Pass with Conditions,99,1,YES,2021-08-18,Army Corps,Escalated to state
846,256,09/01/2021,A. Nguyen,INS-83071,Electrical,Pass with Conditions,72,1,Y,2020/11/18,OSHA,Cited violation
847,256,2024/08/30,I. Jackson,INS-46712,Quality Control,Pass,79,,Y,2021-03-03,State DEP,Cited violation
848,256,09/01/2019,G. Martinez,INS-91610,Interim Progress,Pass,67,2,,22/08/2024,EPA,Cited violation
849,257,2020/12/17,I. Jackson,INS-44816,Electrical,Pass,70,1,N,,FTA,Follow-up required
850,257,2020-12-13,J. Kowalski,INS-44486,Interim Progress,Pass,96,2,N,,Local Building Dept,Follow-up required
851,257,2021-11-15,C. Richardson,INS-59323,Plumbing,Pass,95,0,N,,OSHA,
852,257,07-09-2021,J. Kowalski,N/A,Structural,Fail,44,6,,2023/06/23,Local Building Dept,
853,259,,H. Lee,?,Plumbing,Pass,,3,N,,Army Corps,
854,259,11/23/2024,G. Martinez,INS-84022,Quality Control,Pass,73,3,Y,2020/02/14,OSHA,Cited violation
855,259,03/26/2020,R. Patel,INS-10592,Final Walkthrough,Pass,94,1,Y,2024-02-13,Local Building Dept,
856,260,03/07/2024,C. Richardson,INS-49515,Interim Progress,Pass,64,1,N,,FAA,
857,260,05/09/2021,K. O'Brien,INS-19898,Structural,Pass,95,0,N,,FHWA,
858,260,22/01/2021,K. O'Brien,INS-31270,Electrical,Pass,71,1,no,,OSHA,
859,260,2019/06/01,G. Martinez,,Routine Safety,Pass With Conditions,73,,N,,OSHA,Cited violation
860,260,07/05/2019,A. Nguyen,INS-59086,Plumbing,Pass,78,2,N,,FAA,Escalated to state
861,260,11/09/2021,H. Lee,INS-95976,Final Walkthrough,Pass,75,,Y,29/09/2019,EPA,
862,261,18/09/2022,D. Freeman,INS-75636,Plumbing,Pass,81,1,N,,FTA,
863,262,11-09-2021,R. Patel,INS-33181,Routine Safety,Pass,62,0,Y,,Local Building Dept,Closed
864,262,25/12/2019,S. Williams,INS-65131,Structural,Pass with Conditions,86,2,Y,01-11-2023,State DOT,
865,262,17/07/2020,S. Williams,INS-99407,Fire Safety,Pass,95,,N,,OSHA,
866,262,08-15-2024,C. Richardson,INS-99732,Final Walkthrough,Pass with Conditions,71,3,Y,,EPA,
867,262,17/08/2022,I. Jackson,INS-61862,Plumbing,Pass,61,n/a,N,,Army Corps,
868,262,2023-07-27,B. Torres,INS-51517,Electrical,Pass,73,0,Y,21/06/2019,Army Corps,Escalated to state
869,263,09/06/2023,S. Williams,INS-53490,Plumbing,Fail,32,8,Y,,FAA,
870,263,06/06/2023,K. O'Brien,INS-45209,Final Walkthrough,Pass,75,0,N,,FTA,Follow-up required
871,263,23/01/2019,R. Patel,INS-92032,Electrical,Pass,n/a,0,N,,FTA,Escalated to state
872,263,11/25/2022,A. Nguyen,INS-81817,Structural,Pass,87,3,N,,Local Building Dept,
873,264,21/03/2025,S. Williams,INS-99467,Routine Safety,Pass with Conditions,80,,Y,2024/07/31,OSHA,Follow-up required
874,264,2020/01/23,R. Patel,INS-58219,Environmental Compliance,Pass with Conditions,60,1,Y,05/24/2024,EPA,Closed
875,264,2019-09-01,R. Patel,,Quality Control,Pass,85,1,YES,2021-01-22,Army Corps,Follow-up required
876,264,2022-05-17,I. Jackson,INS-50389,Final Walkthrough,Pass,83,0,N,,Army Corps,
877,265,08-29-2022,R. Patel,INS-46419,Fire Safety,Pass With Conditions,57,3,N,,State DOT,
878,265,12-15-2019,K. O'Brien,INS-87530,Structural,Pass,,2,N,,State DEP,
879,265,20/03/2022,R. Patel,INS-63978,Structural,Pass,84,0,N,,EPA,
880,265,2024-05-10,R. Patel,INS-13705,Quality Control,Pass,62,0,N,,OSHA,Closed
881,266,2024-09-18,M. Chen,,Environmental Compliance,Pass,,2,N,,FTA,Cited violation
882,266,15/05/2020,G. Martinez,INS-26148,Structural,Pass,97,1,Y,2021-11-27,FAA,
883,266,,H. Lee,INS-47011,Plumbing,FAIL,63,3,N,,FTA,
884,266,,B. Torres,INS-37882,Electrical,Pass,87,,Y,03/20/2023,Army Corps,Cited violation
885,266,2020-03-11,J. Kowalski,INS-24775,Quality Control,pass,100,3,No,,Army Corps,Closed
886,266,19/09/2023,M. Chen,TBD,Fire Safety,Pass,66,,No,,EPA,
887,267,12-10-2019,E. Hoffman,INS-21996,Fire Safety,Pass,N/A,0,Y,11/30/2023,OSHA,
888,267,04/07/2024,C. Richardson,INS-79310,Interim Progress,Pass,61,0,YES,04/08/2021,Local Building Dept,Cited violation
889,267,13/02/2022,C. Richardson,INS-87399,Interim Progress,Pass,99,3,N,,FHWA,
890,267,30/01/2023,C. Richardson,INS-31877,Environmental Compliance,Pass,,0,N,,State DEP,
891,268,04-28-2025,C. Richardson,N/A,Environmental Compliance,Pass,62,3,N,,FAA,
892,268,2020/01/27,M. Chen,INS-98512,Interim Progress,Pass,70,2,N,,FTA,
893,269,2023-02-08,M. Chen,INS-15008,Final Walkthrough,Pass,57,N/A,Y,,FHWA,Follow-up required
894,269,08-22-2023,J. Kowalski,,Structural,Pass,78,3,N,,State DOT,
895,270,02-16-2020,K. O'Brien,INS-80968,Environmental Compliance,,59,0,Y,2023-07-12,Local Building Dept,Escalated to state
896,270,,I. Jackson,INS-67293,Fire Safety,Pass,76,0,yes,,FAA,
897,271,2022/08/19,E. Hoffman,INS-32379,Structural,Pass,96,1,N,,EPA,Closed
898,271,05-14-2020,M. Chen,INS-41197,Final Walkthrough,Pass,82,3,N,,FTA,
899,272,2019/09/15,A. Nguyen,INS-97942,Plumbing,Pass,97,2,N,,FTA,Cited violation
900,273,,J. Kowalski,INS-39875,Structural,Pass,96,2,Y,2020/09/27,FAA,
901,273,2021/05/24,J. Kowalski,INS-71133,Plumbing,Pass,,2,Y,,FAA,
902,274,04/25/2024,H. Lee,INS-28441,Interim Progress,,72,,N,,EPA,Escalated to state
903,274,,J. Kowalski,INS-37576,Interim Progress,Pass,95,3,,,State DOT,
904,275,27/01/2024,G. Martinez,INS-20239,Final Walkthrough,Pass,60,2,N,,Local Building Dept,
905,276,03-27-2024,E. Hoffman,INS-35400,Electrical,Pass with Conditions,89,0,Y,2023-06-16,FAA,Cited violation
906,276,,A. Nguyen,INS-17389,Plumbing,Deferred,80,0,N,,Local Building Dept,
907,276,2023/05/24,H. Lee,INS-72667,Quality Control,Pass,60,0,N,,FTA,
908,277,2019/08/24,A. Nguyen,INS-70820,Electrical,Pass,64,2,N,,FHWA,
909,277,2025/03/06,D. Freeman,INS-77609,Environmental Compliance,Pass,TBD,0,N,,FHWA,Cited violation
910,277,28/09/2024,M. Chen,INS-90877,Fire Safety,Pass,75,2,,,FHWA,Escalated to state
911,277,,A. Nguyen,INS-86426,Routine Safety,Fail,35,8,y,2020-12-21,FAA,Cited violation
912,277,2023/05/13,B. Torres,INS-98035,Electrical,Pass,99,0,Y,03-24-2020,EPA,Cited violation
913,277,30/10/2022,S. Williams,INS-64048,Structural,Pass,,2,N,,Army Corps,Follow-up required
914,278,23/09/2021,H. Lee,INS-67607,Plumbing,Pass,96,2,YES,,Army Corps,
915,278,06/20/2020,K. O'Brien,INS-95261,Structural,PASS,n/a,3,Y,03-20-2025,EPA,Follow-up required
916,278,06-19-2020,R. Patel,INS-15133,Environmental Compliance,Pass,58,3,N,,EPA,
917,278,09-27-2020,I. Jackson,INS-62067,Fire Safety,Pass,59,2,N,,State DEP,Follow-up required
918,278,06-09-2022,H. Lee,INS-33990,Fire Safety,Pass,-,2,N,,FTA,
919,279,22/01/2022,A. Nguyen,INS-33615,Plumbing,Pass,,2,yes,,Army Corps,
920,280,04-28-2020,D. Freeman,INS-56521,Structural,Pass,58,1,N,,State DOT,
921,280,2025-01-14,H. Lee,INS-33576,Routine Safety,Pass,87,3,YES,,FHWA,
922,280,2022-06-05,A. Nguyen,INS-13078,Quality Control,Pass,59,3,N,,EPA,
923,280,,G. Martinez,INS-33872,Final Walkthrough,PASS,N/A,2,N,,FHWA,Escalated to state
924,281,03-01-2022,M. Chen,INS-99842,Structural,Pass,79,0,Y,,FAA,
925,281,12/21/2022,C. Richardson,INS-31295,Plumbing,Fail,32,8,Y,,FHWA,Follow-up required
926,282,2024-01-16,C. Richardson,,Quality Control,Fail,37,,yes,08/13/2021,State DEP,Closed
927,282,01/12/2021,I. Jackson,INS-24580,Fire Safety,Pass,92,TBD,N,,EPA,
928,282,07-16-2019,D. Freeman,INS-33708,Quality Control,Pass,87,3,N,,State DEP,
929,282,2024/06/01,J. Kowalski,INS-93425,Plumbing,Pass,76,3,Y,2019/12/22,Local Building Dept,Follow-up required
930,282,2021-12-13,C. Richardson,INS-45097,Quality Control,Fail,44,3,Y,05/01/2019,Army Corps,Escalated to state
931,282,2021/09/24,B. Torres,INS-65463,Quality Control,Pass with Conditions,67,-,Y,,FHWA,
932,283,10/03/2019,R. Patel,INS-53559,Environmental Compliance,fail,85,3,N,,FAA,Follow-up required
933,284,04/20/2021,S. Williams,INS-88070,Fire Safety,Pass With Conditions,67,1,N,,FHWA,
934,284,2020-04-13,M. Chen,INS-95200,Routine Safety,Pass with Conditions,77,0,Y,16/02/2023,OSHA,Escalated to state
935,284,2022/10/30,H. Lee,INS-49788,Structural,Pass,85,1,N,,FTA,
936,284,07-19-2019,A. Nguyen,INS-97098,Environmental Compliance,Pass,56,2,N,,FHWA,Cited violation
937,285,,B. Torres,INS-14023,Electrical,Fail,54,6,Y,24/10/2023,EPA,Closed
938,285,10/04/2024,I. Jackson,INS-10700,Final Walkthrough,Pass,99,3,N,,Local Building Dept,Follow-up required
939,285,09-21-2020,B. Torres,INS-26222,Electrical,Pass With Conditions,96,1,Y,2025-02-24,FTA,
940,285,08-09-2024,E. Hoffman,INS-77721,Electrical,,N/A,6,Y,2020/09/30,OSHA,
941,285,03/23/2019,A. Nguyen,INS-70412,Fire Safety,Pass,67,3,N,,EPA,
942,286,09-18-2024,I. Jackson,INS-32924,Routine Safety,Pass,89,2,N,,State DOT,Escalated to state
943,286,26/03/2025,S. Williams,INS-32853,Routine Safety,fail,,3,N,,FAA,Escalated to state
944,287,17/04/2024,E. Hoffman,INS-90658,Structural,Pass,91,,N,,FHWA,Escalated to state
945,288,08/03/2019,J. Kowalski,INS-59788,Structural,fail,94,0,N,,FTA,Cited violation
946,288,2023/04/19,I. Jackson,INS-30287,Electrical,fail,,1,N,,EPA,
947,288,10/10/2021,J. Kowalski,INS-85165,Fire Safety,Deferred,84,1,N,,OSHA,Closed
948,289,12-05-2022,M. Chen,INS-96531,Interim Progress,fail,74,0,Y,27/06/2022,State DEP,
949,289,2021-10-28,A. Nguyen,INS-60051,Plumbing,Pass,72,1,Y,23/05/2022,FHWA,Closed
950,289,06-07-2021,M. Chen,INS-89989,Final Walkthrough,Pass With Conditions,40,1,Y,01/15/2024,FTA,Cited violation
951,289,2019-06-20,H. Lee,INS-79772,Quality Control,Pass,78,2,N,,State DOT,Follow-up required
952,289,07/08/2022,S. Williams,INS-66091,Plumbing,Pass,80,0,YES,2025/01/04,FHWA,Follow-up required
953,289,29/01/2021,C. Richardson,INS-31187,Environmental Compliance,Pass,100,3,Y,2021/02/09,Army Corps,Closed
954,290,2023-12-31,M. Chen,INS-23208,Structural,,71,3,Y,2023-10-18,OSHA,Cited violation
955,290,06/07/2023,K. O'Brien,INS-67015,Environmental Compliance,Pass,,0,N,,Local Building Dept,Follow-up required
956,290,,K. O'Brien,INS-61412,Electrical,Pass,58,3,N,,State DOT,
957,290,10-09-2024,B. Torres,INS-22182,Plumbing,Pass,82,3,yes,,Army Corps,
958,291,06-23-2022,S. Williams,N/A,Routine Safety,Pass,72,0,N,,Army Corps,
959,291,03-20-2025,E. Hoffman,INS-16394,Environmental Compliance,Pass,100,3,YES,,State DEP,
960,292,,B. Torres,INS-88335,Interim Progress,Pass,94,3,N,,State DOT,
961,292,03-20-2019,J. Kowalski,INS-92119,Plumbing,Pass with Conditions,85,3,Y,03-27-2024,FHWA,Closed
962,292,08-28-2021,B. Torres,INS-58935,Electrical,Fail,61,6,Y,2024/07/14,FHWA,
963,292,2022/08/31,K. O'Brien,INS-65704,Fire Safety,FAIL,56,3,N,,Local Building Dept,
964,293,2022/09/12,H. Lee,INS-86795,Interim Progress,,,3,Y,,OSHA,Cited violation
965,293,2020/11/12,I. Jackson,INS-92441,Electrical,Deferred,98,2,N,,Army Corps,Escalated to state
966,293,2021/08/28,I. Jackson,INS-41497,Electrical,Pass,77,3,N,,FHWA,Follow-up required
967,293,2023-07-02,J. Kowalski,INS-41831,Quality Control,Pass,70,0,N,,Local Building Dept,
968,293,06/23/2019,I. Jackson,INS-92809,Plumbing,Pass,55,3,N,,Local Building Dept,Closed
969,294,10-22-2023,I. Jackson,INS-23417,Electrical,Pass With Conditions,66,1,N,,FTA,Closed
970,294,01/01/2020,A. Nguyen,INS-77715,Environmental Compliance,Pass,100,,Y,20/04/2025,State DEP,Follow-up required
971,294,2019/08/13,B. Torres,INS-17558,Fire Safety,Pass,68,2,N,,FTA,
972,294,2020/05/31,E. Hoffman,INS-38950,Structural,Fail,52,3,Y,2021/09/03,State DOT,
973,295,15/05/2021,G. Martinez,INS-48587,Electrical,PASS,75,3,N,,FAA,
974,295,05-25-2020,E. Hoffman,INS-25055,Routine Safety,Fail,36,4,Y,29/05/2022,Army Corps,Follow-up required
975,295,2024-02-04,B. Torres,INS-37876,Structural,Pass,69,0,N,,FAA,Escalated to state
976,295,04/19/2024,K. O'Brien,INS-78060,Fire Safety,FAIL,89,2,Y,16/11/2022,EPA,Follow-up required
977,295,2019-02-24,M. Chen,INS-81019,Quality Control,Pass,94,3,Y,,State DOT,
978,296,06/10/2024,I. Jackson,INS-67033,Routine Safety,,98,2,Y,30/06/2022,FTA,
979,296,2020-06-27,D. Freeman,INS-47258,Routine Safety,Pass,90,0,N,,Local Building Dept,Closed
980,296,06/24/2024,C. Richardson,INS-79164,Quality Control,Deferred,88,1,N,,State DEP,
981,296,20/01/2019,H. Lee,INS-83071,Fire Safety,Pass,61,0,N,,State DOT,Closed
982,296,07-15-2021,B. Torres,INS-56681,Quality Control,Pass with Conditions,55,1,,2022/01/24,OSHA,
983,296,12-11-2023,J. Kowalski,INS-58920,Plumbing,Pass,85,3,N,,Army Corps,Follow-up required
984,297,,E. Hoffman,INS-93105,Quality Control,Pass,66,0,N,,FHWA,
985,297,17/09/2021,E. Hoffman,INS-52977,Quality Control,Pass,89,0,N,,FAA,
986,297,2019/05/15,B. Torres,INS-70175,Interim Progress,Pass,92,0,Y,,FAA,Cited violation
987,297,11-21-2023,G. Martinez,INS-46327,Environmental Compliance,Pass,66,2,N,,EPA,Escalated to state
988,297,2024/06/27,C. Richardson,INS-14064,Final Walkthrough,Pass,99,1,N,,FAA,Escalated to state
989,298,07/06/2023,D. Freeman,INS-63304,Plumbing,PASS,99,0,N,,EPA,
990,298,2021-04-01,M. Chen,INS-99081,Electrical,pass,67,0,N,,FAA,Escalated to state
991,298,2022/01/15,K. O'Brien,INS-89091,Plumbing,Pass,85,2,N,,FAA,Cited violation
992,298,08/26/2021,R. Patel,INS-31872,Structural,Pass,95,2,Y,,Local Building Dept,Follow-up required
993,298,01/08/2022,M. Chen,INS-61775,Plumbing,Fail,42,8,Y,,Army Corps,
994,299,,S. Williams,INS-65739,Interim Progress,Pass,TBD,2,N,,Local Building Dept,
995,299,18/01/2021,M. Chen,INS-35717,Interim Progress,Pass,92,0,N,,FHWA,Follow-up required
996,299,12/11/2020,M. Chen,INS-71445,Fire Safety,Pass,57,0,N,,OSHA,
997,299,2023-02-03,K. O'Brien,INS-76773,Environmental Compliance,Fail,58,0,Y,29/06/2025,EPA,
998,299,25/11/2020,M. Chen,INS-19536,Plumbing,Pass,58,3,N,,FAA,Follow-up required
999,300,01-22-2024,B. Torres,,Structural,Fail,42,5,Y,17/05/2024,EPA,Closed
1000,300,2023/02/26,R. Patel,INS-41092,Plumbing,Pass,67,2,N,,FTA,Closed
1001,300,05/04/2025,K. O'Brien,INS-49823,Final Walkthrough,Pass,98,3,,2021-05-16,EPA,Follow-up required
1002,300,2022/05/26,H. Lee,INS-22345,Environmental Compliance,Pass,74,1,Y,2021/07/15,FAA,
1003,300,2020-10-10,S. Williams,INS-12787,Routine Safety,Pass,55,2,Y,06-07-2020,FTA,
1004,300,,G. Martinez,INS-57338,Quality Control,PASS,99,1,Y,,State DOT,
1005,302,04-02-2019,K. O'Brien,INS-21647,Plumbing,Pass,92,3,N,,State DOT,Escalated to state
1006,302,30/10/2022,A. Nguyen,INS-31150,Environmental Compliance,PASS,57,2,Y,06-07-2020,Local Building Dept,
1007,302,,D. Freeman,INS-54860,Quality Control,Pass,71,,N,,FAA,
1008,302,15/10/2019,E. Hoffman,INS-66817,Final Walkthrough,Pass,97,,Y,,Local Building Dept,
1009,303,07/15/2020,S. Williams,INS-87617,Plumbing,Pass,61,0,N,,FHWA,
1010,303,04-29-2021,S. Williams,INS-37363,Plumbing,Pass,N/A,1,N,,State DEP,Escalated to state
1011,303,2019-11-10,J. Kowalski,INS-54766,Structural,Deferred,87,2,N,,Army Corps,
1012,303,06/29/2019,M. Chen,,Routine Safety,Pass,81,1,y,,FTA,
1013,303,06/23/2023,K. O'Brien,INS-25498,Quality Control,Pass,78,2,YES,,FHWA,
1014,303,02-08-2025,I. Jackson,INS-29188,Quality Control,Fail,,,Y,,OSHA,
1015,304,16/03/2020,B. Torres,INS-48248,Fire Safety,Pass,88,3,N,,State DOT,Follow-up required
1016,304,04-08-2020,R. Patel,INS-69918,Environmental Compliance,Pass,90,1,N,,EPA,Follow-up required
1017,305,05-08-2025,A. Nguyen,INS-31301,Final Walkthrough,Pass,71,2,YES,,FAA,
1018,305,2022-03-24,E. Hoffman,INS-46241,Electrical,Pass,58,1,N,,FAA,Follow-up required
1019,306,2021/01/24,D. Freeman,INS-83697,Environmental Compliance,Pass,66,1,no,,FTA,Cited violation
1020,306,01-28-2024,C. Richardson,INS-43986,Structural,Pass,75,?,Y,04-12-2025,FAA,
1021,306,2020/05/22,B. Torres,INS-51345,Plumbing,Pass,,0,N,,State DEP,Escalated to state
1022,306,2022/03/28,H. Lee,INS-59703,Fire Safety,fail,99,3,N,,OSHA,
1023,307,2022/02/02,A. Nguyen,INS-58645,Environmental Compliance,Pass,80,0,no,,Army Corps,Closed
1024,307,05/12/2025,J. Kowalski,INS-35303,Environmental Compliance,Pass,95,1,N,,FTA,Cited violation
1025,307,2020-04-27,G. Martinez,INS-73051,Routine Safety,Pass,85,0,N,,State DOT,
1026,307,03/28/2019,D. Freeman,INS-65939,Structural,Pass,63,2,N,,EPA,
1027,308,2025-02-20,B. Torres,INS-32815,Structural,Fail,50,3,Y,11/06/2020,FTA,
1028,309,2020-11-20,B. Torres,INS-25414,Interim Progress,,58,0,N,,FAA,Closed
1029,309,08/30/2023,E. Hoffman,INS-81404,Quality Control,Pass,57,2,N,,Army Corps,
1030,309,09/03/2020,M. Chen,INS-95982,Quality Control,pass,73,0,,,Army Corps,Cited violation
1031,309,08-21-2019,J. Kowalski,INS-34325,Fire Safety,Pass,88,2,Y,06/04/2023,State DEP,Escalated to state
1032,309,08-04-2023,M. Chen,INS-75694,Interim Progress,Pass,,0,N,,EPA,Cited violation
1033,309,2020/03/12,G. Martinez,INS-98623,Quality Control,Pass,93,2,YES,28/02/2022,State DEP,
1034,310,10/14/2019,B. Torres,INS-43773,Electrical,Pass,64,0,Y,2023-07-11,State DEP,Cited violation
1035,311,2024-11-23,H. Lee,INS-74903,Routine Safety,Pass,85,0,Y,,Army Corps,
1036,311,30/06/2023,E. Hoffman,-,Plumbing,Pass,99,0,N,,EPA,
1037,311,03/26/2019,H. Lee,INS-46772,Quality Control,Pass,69,2,Y,2019/09/21,EPA,
1038,311,05-30-2023,J. Kowalski,,Quality Control,Pass with Conditions,64,0,Y,01-17-2025,State DEP,Cited violation
1039,311,05/08/2023,A. Nguyen,INS-21814,Plumbing,Fail,55,2,Y,29/06/2024,FAA,Escalated to state
1040,311,25/01/2020,K. O'Brien,INS-31580,Routine Safety,Pass,80,,Y,,OSHA,Follow-up required
1041,312,07-16-2023,R. Patel,INS-47942,Structural,Pass,76,3,N,,EPA,
1042,312,07-02-2024,E. Hoffman,INS-20446,Interim Progress,Pass,97,3,,,FHWA,Closed
1043,312,10/05/2021,E. Hoffman,INS-10824,Plumbing,Fail,44,6,Y,04-26-2022,EPA,Closed
1044,312,15/02/2023,A. Nguyen,INS-98359,Routine Safety,Pass,88,1,,,EPA,Follow-up required
1045,312,01-25-2022,J. Kowalski,INS-20493,Quality Control,Fail,45,8,Y,07/08/2024,EPA,Follow-up required
1046,313,,M. Chen,INS-28838,Quality Control,Pass With Conditions,85,3,N,,FHWA,
1047,313,2020-09-05,H. Lee,INS-10156,Environmental Compliance,Pass,96,1,N,,EPA,
1048,314,,M. Chen,INS-35040,Routine Safety,Pass,70,TBD,N,,EPA,Closed
1049,315,02/25/2021,J. Kowalski,INS-41685,Electrical,PASS,78,0,No,,Local Building Dept,
1050,316,2023-10-20,R. Patel,INS-93338,Plumbing,Pass,58,0,N,,EPA,
1051,316,01/09/2020,G. Martinez,INS-58804,Fire Safety,PASS,91,2,N,,FHWA,
1052,316,2020-12-18,M. Chen,,Final Walkthrough,Pass,72,3,N,,State DOT,Escalated to state
1053,316,05/10/2020,A. Nguyen,INS-38452,Quality Control,Pass,62,,Y,16/01/2022,FAA,Follow-up required
1054,316,2022-11-21,D. Freeman,INS-34080,Fire Safety,FAIL,67,2,Y,,State DOT,Cited violation
1055,317,23/09/2021,J. Kowalski,INS-34694,Structural,Pass,,1,N,,FAA,
1056,317,06-26-2019,K. O'Brien,INS-89076,Routine Safety,Pass,55,3,N,,FHWA,Follow-up required
1057,318,01/18/2021,S. Williams,INS-64382,Fire Safety,pass,62,0,N,,EPA,
1058,318,2022/05/23,R. Patel,n/a,Quality Control,Deferred,90,0,YES,02-09-2020,FTA,Closed
1059,318,2025-03-03,C. Richardson,INS-65271,Plumbing,Pass,55,0,N,,FTA,Cited violation
1060,318,07-26-2019,E. Hoffman,INS-99925,Plumbing,Pass,80,3,N,,State DEP,
1061,318,2019-11-04,R. Patel,INS-87226,Environmental Compliance,Pass,64,,Y,06/12/2022,OSHA,
1062,318,06/16/2023,S. Williams,INS-80958,Structural,Pass,58,3,N,,State DEP,Follow-up required
1063,320,2022-03-18,G. Martinez,INS-89352,Electrical,Pass,60,3,Y,01/19/2025,FTA,
1064,320,11/21/2020,B. Torres,,Fire Safety,Pass,82,1,N,,Local Building Dept,Follow-up required
1065,320,2021-07-20,K. O'Brien,INS-49433,Electrical,,75,2,N,,State DEP,
1066,320,02/08/2020,K. O'Brien,INS-80549,Fire Safety,Pass,71,3,N,,Army Corps,Cited violation
1067,320,06-09-2021,B. Torres,INS-65110,Plumbing,Pass,89,0,N,,FHWA,
1068,321,2021/07/10,E. Hoffman,INS-31084,Plumbing,Pass,87,1,N,,EPA,Follow-up required
1069,322,2020-06-07,H. Lee,INS-68617,Quality Control,Pass With Conditions,58,6,Y,2021/01/27,OSHA,Closed
1070,322,01-06-2019,C. Richardson,INS-22289,Electrical,Pass,59,2,N,,FAA,
1071,322,05-04-2021,M. Chen,INS-61598,Quality Control,Pass,55,0,Y,,EPA,
1072,322,11/05/2025,S. Williams,INS-41929,Final Walkthrough,pass,57,0,y,,FHWA,
1073,323,08-08-2020,B. Torres,INS-15153,Structural,Pass,99,1,YES,,FHWA,
1074,323,17/11/2023,S. Williams,-,Structural,Pass,66,0,N,,FAA,Escalated to state
1075,323,19/09/2022,E. Hoffman,,Quality Control,Pass,58,2,,,State DEP,
1076,323,2020/12/03,B. Torres,INS-72296,Quality Control,Pass,68,2,N,,FAA,Cited violation
